SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
517224,SUJANA INDUS,T ,Q,0.25,0.25,0.25,0.25,0.25,0.26,1,1000,250.00,
517230,PREM.AU.ELEC,B ,Q,3.22,3.22,3.22,3.22,3.22,3.38,2,500,1610.00,
517236,CALCOM VISIO,X ,Q,22.30,23.30,22.25,22.30,22.25,23.40,16,1845,41773.00,
517238,DYNAVISION  ,XT,Q,46.40,51.00,46.40,51.00,51.00,48.75,6,1080,54819.00,
517246,BCC FUBA    ,XT,Q,16.90,16.90,16.00,16.71,16.11,16.10,58,20794,350705.00,
517258,PRECISION EL,XT,Q,28.25,28.25,28.25,28.25,28.25,29.70,1,10,282.00,
517271,HBL P SYS   ,B ,Q,25.10,25.10,23.65,24.15,24.15,24.35,141,21356,513968.00,
517288,GUJARATPOLY ,X ,Q,24.50,25.00,23.75,24.40,24.40,25.00,38,4718,113068.00,
517300,GUJ.IND.POW.,B ,Q,73.35,75.35,73.35,74.95,74.95,74.35,48,2257,168877.00,
517330,CMI LTD.    ,B ,Q,123.15,124.75,120.40,120.40,120.45,126.45,64,1952,239118.00,
517334,MOTHERSON SS,A ,Q,119.90,120.70,117.40,118.05,118.05,119.05,4832,338991,40200468.00,
517344,MINDTECK (I),B ,Q,41.00,48.35,40.05,47.80,47.80,44.00,72,5983,272210.00,
517354,HAVELLSINDIA,A ,Q,795.80,796.45,786.40,791.60,791.60,790.95,810,37476,29700757.00,
517370,INCAP LTD.  ,XT,Q,31.90,33.45,31.90,33.45,33.45,33.55,3,301,9758.00,
517372,GUJ.INTRUX  ,X ,Q,81.00,81.00,81.00,81.00,81.00,81.00,1,943,76383.00,
517380,IGARSHI MOT ,B ,Q,213.00,219.20,206.15,209.40,209.85,219.10,464,3407,716171.00,
517385,SYMPHONY    ,A ,Q,1301.00,1351.25,1272.50,1312.20,1312.20,1314.20,392,3210,4210682.00,
517415,LEE&NEE SOFT,XT,Q,1.10,1.10,1.10,1.10,1.10,1.15,4,251,276.00,
517417,PATEL AIRTEM,X ,Q,92.10,93.90,92.10,92.10,92.10,91.90,10,511,47325.00,
517421,BFLYGANDHI  ,B ,Q,172.50,178.00,169.20,172.90,171.50,171.90,66,1065,183796.00,
517429,ATHENAGLO   ,XT,Q,43.75,43.75,43.75,43.75,43.75,41.75,1,2,87.00,
517447,R.S.SOFTWARE,B ,Q,26.00,26.00,25.00,25.55,25.55,26.00,49,6388,164534.00,
517449,MAGNA ELECTR,X ,Q,175.10,175.10,173.00,175.10,175.10,175.10,10,504,88018.00,
517463,LINAKS MICRO,XT,Q,0.65,0.65,0.65,0.65,0.65,0.65,1,1000,650.00,
517467,MARSONS     ,Z ,Q,1.80,1.80,1.66,1.80,1.80,1.72,11,6723,11917.00,
517477,ELNET TECH. ,X ,Q,96.30,96.30,96.25,96.30,96.30,96.50,8,323,31095.00,
517481,APTL        ,XT,Q,1.71,1.71,1.71,1.71,1.71,1.71,1,1,1.00,
517494,ACCEL       ,X ,Q,7.50,7.69,7.50,7.69,7.69,7.80,13,10201,76548.00,
517498,WEBELSOLAR  ,B ,Q,34.00,35.15,32.00,32.35,32.25,35.05,507,34255,1137508.00,
517500,ROTO PUMPS  ,X ,Q,147.10,151.00,147.05,150.00,150.00,148.15,144,57469,8610363.00,
517506,TTK PRESTIGE,A ,Q,7105.15,7162.90,7105.05,7108.90,7105.05,7132.55,44,88,627615.00,
517514,DHINDIA     ,X ,Q,19.45,19.45,18.80,19.45,19.45,18.65,5,60,1166.00,
517518,LEEL        ,T ,Q,7.47,7.47,7.10,7.34,7.35,7.47,77,20316,146656.00,
517522,RAJ GLO WIR ,X ,Q,903.70,929.00,903.70,920.40,920.00,903.70,88,8064,7418752.00,
517530,SURANATP    ,B ,Q,4.05,4.05,4.05,4.05,4.05,3.75,1,100,405.00,
517536,ONWARD TECHN,B ,Q,68.40,71.40,67.75,68.00,68.00,67.20,228,22233,1525668.00,
517544,CENTUM ELEC ,B ,Q,527.95,532.65,519.50,524.00,524.00,518.65,33,278,146172.00,
517548,STARLITE COM,X ,Q,13.20,14.60,12.75,14.20,14.20,14.70,9,349,4518.00,
517554,NHCFOODS    ,X ,Q,6.84,6.84,6.84,6.84,6.84,7.20,5,6255,42784.00,
517562,TRIGYN TECH ,B ,Q,68.60,70.00,68.25,69.35,68.55,70.00,116,3811,263421.00,
517569,KEI INDUST. ,A ,Q,482.00,482.40,468.00,473.70,474.10,479.15,566,7280,3439079.00,
517571,IMPPOWERS   ,B ,Q,34.15,34.15,34.15,34.15,34.15,34.35,2,221,7547.00,
518011,KEERTHI     ,XT,Q,54.00,54.00,54.00,54.00,54.00,55.50,2,100,5400.00,
518029,GUJ.SIDH.CEM,B ,Q,20.70,21.00,20.30,20.55,20.55,20.65,7,750,15465.00,
518075,SURAJ PRODUC,Z ,Q,21.35,21.35,21.30,21.30,21.30,22.40,3,9,192.00,
518091,ANJANI PORTL,B ,Q,173.00,180.00,165.00,176.80,177.00,173.15,83,2107,362570.00,
519003,MODINATURAL ,X ,Q,62.25,62.25,62.10,62.10,62.10,64.85,4,186,11559.00,
519031,SHAH FOOD(P),XT,Q,51.70,51.70,51.70,51.70,51.70,49.25,2,255,13183.00,
519097,RITESH INTER,XT,Q,5.70,5.70,5.70,5.70,5.70,5.43,3,1100,6270.00,
519105,AVT NATURAL ,B ,Q,25.55,25.85,25.40,25.50,25.55,26.05,20,3348,85202.00,
519126,HIND.FOODS  ,X ,Q,422.00,430.00,416.00,417.95,416.00,422.55,52,2479,1046095.00,
519136,NAHAR INDUST,B ,Q,37.20,37.20,36.35,36.55,36.55,37.65,14,3499,128369.00,
519156,VADILAL IND ,B ,Q,510.10,514.00,504.75,506.85,505.50,503.20,60,515,261954.00,
519183,ADF FOODS LT,B ,Q,300.10,303.65,294.00,297.40,297.40,293.05,387,14696,4390404.00,
519216,AJANTA SOYA ,XT,Q,23.45,24.35,22.75,23.90,24.35,23.20,27,19543,460906.00,
519224,WILLIAM.MAGO,B ,Q,24.75,24.75,24.75,24.75,24.75,24.80,6,1003,24824.00,
519248,JVL AGRO    ,Z ,Q,1.25,1.25,1.21,1.21,1.21,1.27,11,10835,13111.00,
519260,SANWARIA    ,B ,Q,7.08,7.08,6.81,6.86,6.86,7.08,286,220063,1520100.00,
519262,PRIMA AGRO L,XT,Q,10.05,10.90,10.00,10.90,10.90,10.41,5,706,7080.00,
519285,TARAI FOODS ,XT,Q,2.67,2.67,2.67,2.67,2.67,2.81,2,564,1505.00,
519287,MODERN DAIRI,XT,Q,3.55,3.91,3.55,3.91,3.91,3.73,4,1800,6606.00,
519295,BAMBINO AGRO,X ,Q,167.00,184.00,160.00,169.40,162.10,166.85,6,101,16593.00,
519307,VIKAS WSP   ,XT,Q,12.70,13.75,12.45,13.75,13.75,13.10,428,290398,3803082.00,
519319,JATALIA     ,XT,Q,6.96,6.96,6.96,6.96,6.96,7.32,2,110,765.00,
519359,POONA DAL   ,X ,Q,28.55,30.50,28.55,30.00,30.00,29.70,14,825,24597.00,
519373,VIMAL OIL FD,T ,Q,7.60,7.60,7.25,7.25,7.25,7.63,2,300,2228.00,
519383,ANIK INDS   ,B ,Q,14.20,14.20,14.20,14.20,14.20,14.00,1,5,71.00,
519421,KSE LIMITED ,XT,Q,1225.00,1280.00,1219.00,1248.65,1250.00,1250.00,56,977,1220878.00,
519455,NARBADA     ,X ,Q,66.90,66.90,62.00,65.80,66.00,68.35,14,998,62515.00,
519457,VIRAT CRANE ,X ,Q,28.50,28.50,26.45,26.45,26.45,26.35,6,118,3178.00,
519483,TAI INDUST. ,XT,Q,11.53,11.53,11.53,11.53,11.53,12.13,6,1130,13028.00,
519491,OCEAN AGRO  ,X ,Q,23.30,24.05,23.30,23.35,24.05,25.85,17,3763,88732.00,
519494,N K INDUST. ,B ,Q,47.15,47.15,47.15,47.15,47.15,52.35,4,245,11551.00,
519532,ASIAN TEA   ,X ,Q,10.50,10.50,10.50,10.50,10.50,10.00,3,500,5250.00,
519552,HERITGFOOD  ,A ,Q,414.00,420.85,414.00,420.05,419.75,416.70,75,3309,1388884.00,
519560,NEHA INTER. ,X ,Q,1.99,2.06,1.89,1.89,1.89,1.98,12,3402,6517.00,
519566,SIMRAN FARMS,X ,Q,62.80,62.80,58.85,59.70,59.70,61.95,55,2332,141077.00,
519588,DFM FOODS   ,B ,Q,269.20,270.00,255.10,265.70,260.05,269.20,15,516,136874.00,
519600,CCL PRODUCTS,A ,Q,259.50,259.65,258.00,258.25,258.10,258.40,23,705,182711.00,
519602,KELLTONTEC  ,B ,Q,26.70,29.75,26.25,27.95,27.95,29.15,490,185901,4938813.00,
519612,MAHAAN FOODS,X ,Q,16.15,16.15,16.15,16.15,16.15,17.00,2,200,3230.00,
520008,RICO AUTO   ,B ,Q,67.10,67.35,66.00,66.90,66.80,66.35,110,13187,881918.00,
520021,OMAX AUTOS. ,B ,Q,55.30,63.75,55.00,60.85,60.55,57.30,73,4417,259307.00,
520043,MUNJAL SHOWA,B ,Q,157.00,157.90,155.45,156.10,156.10,158.75,8,86,13511.00,
520051,JAMNA AUTO  ,A ,Q,55.35,56.60,54.25,55.65,55.65,55.00,385,44207,2451113.00,
520056,SUNDAR.CLAY ,A ,Q,2500.00,2551.65,2472.00,2494.45,2524.00,2563.75,28,34,85160.00,
520057,JTEKTINDIA  ,B ,Q,104.55,106.45,104.50,105.45,105.00,106.15,58,2727,287428.00,
520059,MUNAUTO     ,B ,Q,47.40,47.90,46.75,47.15,47.15,47.85,46,3343,157900.00,
520066,JAYBH.MARUTI,B ,Q,227.00,227.30,222.30,224.30,222.30,228.25,58,1663,373519.00,
520073,RACLGEAR    ,X ,Q,80.00,85.70,79.10,81.95,81.10,82.10,89,5833,474316.00,
520075,SAMKRG PIST.,X ,Q,148.70,150.00,146.20,146.20,146.20,151.45,20,1178,173065.00,
520086,SICAL LOG   ,B ,Q,118.30,119.00,117.85,117.90,117.85,121.95,8,26,3068.00,
520111,RATNAMNI MET,B ,Q,988.00,993.00,974.30,980.00,985.00,982.75,44,2166,2132039.00,
520113,VESUVIUS IND,B ,Q,1169.00,1169.00,1130.00,1130.00,1130.00,1146.55,4,31,35160.00,
520119,AUTOMOTIVE S,B ,Q,49.10,51.30,49.10,51.30,51.30,50.75,12,521,26066.00,
520121,ARCEE INDUST,XT,Q,2.36,2.36,2.36,2.36,2.36,2.48,3,1211,2857.00,
520123,ABC INDIA   ,X ,Q,68.95,68.95,54.20,57.45,55.60,57.65,57,3862,225850.00,
520127,BALURGHAT TE,X ,Q,5.40,5.40,5.40,5.40,5.40,5.15,1,15,81.00,
520141,SIBAR AUTO  ,XT,Q,20.20,20.20,20.20,20.20,20.20,21.20,1,10,202.00,
520151,SHREY SH LOG,B ,Q,160.00,160.00,160.00,160.00,160.00,156.30,3,75,12000.00,
520155,STARLOG     ,X ,Q,19.80,19.80,18.00,18.00,18.00,18.90,5,1051,18919.00,
521005,INDOVATION  ,XT,Q,6.55,6.55,6.55,6.55,6.55,6.30,1,50,327.00,
521016,INDO COUNT  ,B ,Q,35.45,36.50,35.00,36.10,35.55,36.15,96,9428,338448.00,
521018,MARAL OVERS ,B ,Q,23.25,23.45,22.35,23.30,23.30,22.90,26,7195,167149.00,
521034,SOMA TEXTILE,T ,Q,3.73,3.73,3.73,3.73,3.73,3.57,2,225,839.00,
521062,OCTAVE      ,X ,Q,1.58,1.58,1.58,1.58,1.58,1.51,1,100,158.00,
521064,TRIDENT     ,A ,Q,67.35,67.35,65.30,65.65,65.65,66.60,443,61309,4034856.00,
521070,ALOK INDS.  ,T ,Q,3.80,3.80,3.61,3.65,3.65,3.74,234,471568,1733204.00,
521097,AMARJOTHI SP,X ,Q,85.75,85.75,84.00,84.55,84.60,85.75,27,5580,471325.00,
521109,NAGREEKA EXP,B ,Q,22.00,22.00,20.00,20.00,20.00,20.40,6,290,6054.00,
521113,SUDITI IND. ,X ,Q,29.50,29.50,26.60,26.85,26.60,29.00,45,2467,68562.00,
521127,KHATOR FIBRE,XT,Q,9.10,9.10,8.25,8.25,8.25,8.67,3,750,6782.00,
521163,ZODIAC CLOTH,T ,Q,243.90,251.90,239.00,239.00,239.00,241.25,64,881,215051.00,
521180,SUPER SPIN. ,B ,Q,5.50,5.99,5.47,5.49,5.49,5.75,17,2341,12884.00,
521182,SEASONS FUR.,XT,Q,1.80,1.80,1.80,1.80,1.80,1.89,1,200,360.00,
521194,SIL INVEST  ,B ,Q,179.30,189.00,179.30,182.50,185.00,185.20,19,290,52859.00,
521200,SURYLAK.COTT,B ,Q,26.00,27.20,25.50,27.15,27.15,27.40,10,1450,38140.00,
521206,SAMTEX FASH.,XT,Q,1.15,1.15,1.15,1.15,1.15,1.15,8,617,709.00,
521220,DAMOINDUS   ,B ,Q,36.40,37.50,36.40,37.50,37.50,37.70,2,79,2907.00,
521228,TATIA GLOB  ,X ,Q,0.22,0.22,0.22,0.22,0.22,0.21,2,611,134.00,
521234,SRI NACHAMAI,X ,Q,14.40,14.40,14.40,14.40,14.40,15.05,7,900,12960.00,
521240,SAMBANDAM SP,X ,Q,85.85,85.85,82.50,82.50,82.50,84.55,6,700,57917.00,
521242,KANDAGIRI SP,X ,Q,16.20,16.20,16.20,16.20,16.20,17.00,1,10,162.00,
521248,KITEX GARMEN,B ,Q,112.10,112.10,106.05,107.15,106.05,111.50,139,8107,882563.00,
522001,CRANEX LTD. ,X ,Q,12.00,12.00,12.00,12.00,12.00,12.60,1,50,600.00,
522004,BATLIBOI LTD,X ,Q,15.00,15.00,14.60,14.60,14.60,15.15,16,707,10356.00,
522005,AUSTIN ENGG.,X ,Q,52.05,55.00,52.05,53.00,53.00,55.10,20,1031,54602.00,
522014,UNITED DRILL,X ,Q,109.90,110.00,100.10,109.95,109.95,105.00,26,1008,107992.00,
522029,WINDSOR MACH,B ,Q,39.95,39.95,39.95,39.95,39.95,49.90,47,13164,525901.00,
522034,SHANTHI GEAR,B ,Q,119.80,119.80,117.50,117.50,117.50,119.90,6,270,31941.00,
522064,HONDA SIEL  ,B ,Q,999.95,999.95,980.55,985.05,985.00,998.20,12,29,28759.00,
522073,HITECHGEAR  ,B ,Q,279.00,279.00,266.05,267.55,270.00,270.65,13,420,113378.00,
522074,ELGI EQUIP  ,A ,Q,265.30,266.00,262.25,263.05,263.05,269.30,12,314,83315.00,
522091,UV DER HORST,X ,Q,14.80,14.80,14.80,14.80,14.80,14.12,2,115,1702.00,
522101,KILBURN ENGG,X ,Q,37.00,38.50,36.05,37.90,37.90,37.00,6,233,8651.00,
522105,BIRLA PRETEC,X ,Q,12.50,12.57,12.00,12.15,12.10,12.62,242,53062,647022.00,
522108,YUKEN INDIA ,X ,Q,740.00,744.50,720.00,725.75,726.75,737.65,112,3700,2693948.00,
522113,TIMKEN (I)  ,B ,Q,693.00,696.00,681.15,682.00,682.00,693.45,62,835,572188.00,
522122,VOITH PAPER ,X ,Q,814.50,828.40,801.00,807.80,827.95,822.00,23,436,357413.00,
522134,ARTSON ENG  ,X ,Q,45.50,45.50,42.60,43.75,43.75,45.25,70,8689,378431.00,
522152,SOLITAIR MC ,X ,Q,34.50,34.55,34.05,34.05,34.05,36.05,5,453,15544.00,
522163,DIAMONPOWER ,Z ,Q,1.02,1.05,1.02,1.05,1.05,1.07,13,13073,13386.00,
522165,INDSIL HYD  ,X ,Q,48.30,52.45,48.00,48.35,48.30,51.00,47,4062,197818.00,
522183,ITL INDUSTRS,X ,Q,149.00,152.70,149.00,151.90,152.00,150.95,27,1687,254585.00,
522195,FRONTIER SPR,X ,Q,218.00,227.40,218.00,222.40,223.00,222.40,124,14236,3189281.00,
522205,PRAJ IND.LTD,B ,Q,144.50,144.50,141.30,142.70,142.70,145.65,989,103137,14737626.00,
522207,RASANDIK ENG,X ,Q,99.95,103.90,90.60,93.15,95.50,95.10,41,905,86481.00,
522209,YOGI SUNGWON,XT,Q,1.64,1.64,1.64,1.64,1.64,1.72,3,4000,6560.00,
522215,SWISS GLASS ,X ,Q,179.00,179.00,176.00,176.10,178.95,176.30,23,1232,219563.00,
522217,GUJ APOIND  ,B ,Q,135.00,135.05,130.55,131.60,131.25,139.70,17,478,63813.00,
522229,TANEJA AERO.,X ,Q,28.05,29.45,28.00,28.55,28.50,29.40,19,2510,72484.00,
522231,CONART ENG. ,X ,Q,27.45,30.65,26.95,28.75,28.90,28.95,25,2975,85433.00,
522241,M.M.FORGINGS,B ,Q,520.00,520.00,518.00,518.25,518.20,530.10,6,22,11401.00,
522249,MAYUR UNIQ. ,B ,Q,297.00,297.95,292.65,293.30,293.30,298.55,10,47,13844.00,
522251,CENLUB INDUS,X ,Q,71.00,74.00,70.75,73.50,74.00,71.80,21,3136,228472.00,
522257,RAJOO ENGIN.,X ,Q,22.05,22.80,22.05,22.55,22.60,22.80,123,11602,260296.00,
522261,DOLPHIN OFF.,B ,Q,39.45,40.00,39.00,39.15,39.15,40.25,86,9236,363886.00,
522263,JMC PROJECTS,B ,Q,135.50,139.00,135.25,137.60,137.60,138.05,40,544,74402.00,
522267,VEEJAY LAKSH,X ,Q,35.15,35.15,35.15,35.15,35.15,37.00,1,100,3515.00,
522273,AHMED.STEEL ,XT,Q,15.60,15.60,14.85,14.85,14.85,15.60,3,261,3879.00,
522275,GET&D       ,A ,Q,254.75,256.75,250.10,255.90,255.90,255.95,126,2315,588959.00,
522281,RAM RAT.WIRE,X ,Q,96.85,96.85,90.70,94.30,94.30,96.95,26,2459,229548.00,
522285,JAY NECO IND,T ,Q,4.60,4.60,4.28,4.38,4.38,4.45,30,7793,34000.00,
522287,KALPA.POWER ,A ,Q,499.00,511.95,490.00,502.35,502.35,495.10,408,4593,2298415.00,
522294,T & I GLOBAL,X ,Q,73.35,78.50,71.30,72.25,71.35,74.65,20,1571,119465.00,
522295,CONTROL PRNT,B ,Q,250.00,257.50,248.00,255.00,255.00,244.50,47,524,132665.00,
522650,BEMCO HYDRAU,X ,Q,125.05,125.05,125.05,125.05,125.05,129.50,2,11,1375.00,
523007,ANSAL BUILD.,X ,Q,42.90,42.90,36.00,37.65,37.65,37.85,10,683,25716.00,
523011,WEIZMANN LTD,B ,Q,33.50,33.50,33.50,33.50,33.50,33.40,1,45,1507.00,
523019,B.N.RATHI SE,X ,Q,20.00,20.00,19.20,19.25,19.25,20.00,4,303,6018.00,
523021,RISHITECH   ,X ,Q,36.00,36.00,32.55,33.55,33.55,34.05,77,23638,825449.00,
523023,SINCLAIR HOT,X ,Q,348.40,348.40,327.20,331.90,331.90,329.85,57,3026,1005234.00,
523025,SAFARI IND. ,B ,Q,678.00,680.00,630.00,660.30,660.90,659.10,237,5279,3472614.00,
523100,COSMO FERR. ,X ,Q,13.15,13.15,13.15,13.15,13.15,13.84,1,100,1315.00,
523116,SANCO TRANS ,X ,Q,200.00,200.00,200.00,200.00,200.00,200.00,1,1,200.00,
523127,EIH ASSO.HOT,B ,Q,370.00,370.00,366.00,368.00,366.00,355.95,3,10,3680.00,
523144,MEDI CAPS   ,X ,Q,18.45,18.50,16.90,17.50,17.10,18.10,30,6391,115035.00,
523160,MORGAN CRU  ,X ,Q,1310.00,1325.00,1295.00,1295.00,1295.00,1329.50,27,429,558291.00,
523204,ABAN OFFSHO ,T ,Q,45.50,45.50,43.00,43.30,43.90,45.25,237,20095,879069.00,
523207,KOKUYOCMLN  ,B ,Q,80.10,86.70,80.00,82.60,86.70,81.35,57,3775,306769.00,
523229,BHARAT SEATS,X ,Q,73.55,75.60,72.10,73.65,73.15,75.35,86,5121,376873.00,
523248,MACHINO PLAS,X ,Q,108.00,108.00,107.95,107.95,107.95,107.95,5,290,31317.00,
523260,PEARL POLYME,T ,Q,14.00,14.40,14.00,14.40,14.40,14.00,6,2900,40960.00,
523261,VENKEY'S (I),A ,Q,1960.05,1975.00,1915.95,1929.90,1929.90,1929.70,2657,27614,53957137.00,
523269,ADVANI HOTEL,B ,Q,62.95,63.30,62.20,62.55,63.30,63.40,14,1847,115436.00,
523277,G.V.FILMS   ,X ,Q,0.46,0.49,0.46,0.48,0.48,0.46,37,95188,45389.00,
523283,SUPER HOUSE ,B ,Q,106.05,106.05,104.30,104.45,104.40,104.55,9,165,17359.00,
523301,TCPL PACK   ,B ,Q,349.00,354.00,349.00,354.00,354.00,356.40,2,10,3515.00,
523319,BALMER LAWRI,B ,Q,189.20,190.95,188.05,189.90,189.90,190.00,241,5914,1121137.00,
523323,KOVAI MEDI. ,X ,Q,741.00,765.00,730.00,740.00,740.00,750.50,15,378,286085.00,
523329,ELDECO HOUS.,X ,Q,1900.00,1900.00,1806.00,1856.15,1874.00,1868.45,23,233,430001.00,
523367,DCMSHRIRAM  ,A ,Q,513.50,522.80,513.50,516.50,517.00,523.15,137,2734,1410410.00,
523369,DCM SHR.IND ,X ,Q,186.00,189.95,182.00,184.35,185.00,187.95,141,7453,1376904.00,
523371,MAWANA SUGAR,B ,Q,49.40,49.45,45.35,47.35,47.50,50.00,135,12575,607313.00,
523384,MAH.RAS.APEX,T ,Q,96.00,96.00,93.00,96.00,96.00,97.00,3,52,4842.00,
523385,NILKAMAL L  ,A ,Q,1213.95,1217.40,1200.10,1204.25,1200.10,1205.20,143,940,1135901.00,
523391,NAHAR POLY  ,B ,Q,40.00,40.00,35.00,36.85,37.50,36.00,14,756,27864.00,
523395,3M INDIA LTD,A ,Q,22550.00,22667.30,22322.00,22386.00,22386.00,22470.90,94,143,3213709.00,
523398,JCHAC       ,B ,Q,1830.00,1850.00,1795.00,1818.55,1808.00,1800.00,112,572,1038381.00,
523405,JM FINANCIAL,A ,Q,89.15,90.70,89.00,89.80,89.60,89.20,205,8951,804309.00,
523411,ADCINDIA    ,X ,Q,212.00,218.00,210.30,211.75,210.30,210.00,12,478,102134.00,
523445,REL INDL INF,B ,Q,309.10,313.40,304.00,309.80,309.00,310.30,871,33113,10209105.00,
523457,LINDEINDIA  ,A ,Q,549.00,556.00,541.00,542.05,544.05,553.40,137,3010,1636009.00,
523465,IND.BANK HSG,B ,Q,32.55,34.45,32.15,32.20,32.20,33.50,13,1060,34452.00,
523467,JAIMATA GLAS,Z ,Q,0.27,0.27,0.26,0.26,0.26,0.27,10,2700,727.00,
523475,LOTUS CHOC  ,X ,Q,19.40,19.50,17.60,19.35,19.50,18.35,12,792,15261.00,
523483,PACIFIC IND.,X ,Q,117.00,118.00,116.10,116.10,116.10,118.05,4,340,39782.00,
523489,CMM HOSPITAL,X ,Q,8.58,8.59,8.58,8.59,8.59,9.03,2,1100,9448.00,
523523,RAINBOW PAP.,Z ,Q,0.80,0.80,0.75,0.76,0.76,0.78,6,7800,5886.00,
523537,APM INDUS.  ,X ,Q,42.55,42.55,41.20,41.65,41.65,43.65,29,7455,310863.00,
523539,PRECISION WR,B ,Q,203.90,204.50,192.55,201.40,204.50,197.60,45,2172,435122.00,
523550,KRYPTON IND ,X ,Q,15.90,16.25,15.50,15.70,15.50,16.40,27,3733,59457.00,
523558,NETWORK LTD.,XT,Q,1.76,1.76,1.76,1.76,1.76,1.68,2,25,44.00,
523574,FEL         ,B ,Q,35.40,35.40,34.60,34.95,34.60,35.25,51,10630,371471.00,
523586,IND.TONERS  ,X ,Q,136.00,138.00,132.20,133.05,133.00,135.05,57,2726,367946.00,
523598,SHIPP.CORPN ,A ,Q,31.80,31.80,30.85,31.00,30.90,31.40,189,24751,769733.00,
523606,SIKA INTER. ,X ,Q,195.50,207.35,185.20,195.10,194.85,192.20,184,7763,1534383.00,
523610,ITI LTD.    ,A ,Q,95.20,96.70,93.10,93.40,93.40,92.85,1089,130293,12264990.00,
523618,DREDGING COR,B ,Q,398.10,415.00,396.90,410.00,410.00,393.30,1938,40220,16396077.00,
523620,PHARMASIA   ,XT,Q,19.45,19.45,19.45,19.45,19.45,18.60,1,120,2334.00,
523628,PODDAR      ,T ,Q,530.00,530.00,530.00,530.00,530.00,520.00,6,103,54590.00,
523630,NATIONAL FER,B ,Q,39.30,39.30,38.25,38.60,38.60,38.75,138,18627,717001.00,
523638,IP RINGS LTD,X ,Q,91.70,97.55,91.70,94.15,93.50,98.95,17,923,86724.00,
523642,PI INDUS.LTD,A ,Q,1068.00,1097.50,1064.05,1091.15,1091.15,1071.85,350,33312,36287317.00,
523648,PLASTIBLEND ,B ,Q,193.00,195.00,189.00,194.15,193.00,198.00,24,608,116194.00,
523660,WATERBASE   ,X ,Q,128.50,131.30,124.00,127.35,127.35,126.65,714,50120,6418114.00,
523672,FLEX FOODS  ,X ,Q,61.05,62.20,59.40,61.55,59.70,61.05,9,396,24016.00,
523676,GOLKUNDA DIA,X ,Q,13.37,13.37,13.37,13.37,13.37,12.74,5,966,12915.00,
523694,APCOTEX IND ,B ,Q,550.00,565.00,550.00,561.95,565.00,551.80,14,15151,8334142.00,
523696,FORTIS MLR  ,X ,Q,52.00,52.10,51.30,51.35,51.35,52.50,12,1440,74785.00,
523704,MASTEK LTD  ,B ,Q,477.20,481.00,473.00,479.75,480.00,472.10,173,28243,13420933.00,
523708,EIMCO ELECON,B ,Q,415.00,420.00,412.45,416.05,414.70,416.90,40,328,136697.00,
523710,SAYAJI HOTEL,XT,Q,261.95,261.95,238.85,254.95,254.95,249.95,4,40,9930.00,
523716,ASHIANA HOU ,B ,Q,120.05,124.10,120.05,121.15,122.80,123.55,46,1374,166882.00,
523722,SVAM SOFTWAR,X ,Q,0.38,0.38,0.38,0.38,0.38,0.40,2,400,152.00,
523732,ECO BOARD IN,XT,Q,2.15,2.15,2.05,2.05,2.05,2.15,2,200,420.00,
523736,DVL         ,B ,Q,88.05,90.90,87.85,88.60,88.60,87.90,29,512,45328.00,
523754,MAHEPC      ,X ,Q,109.85,109.85,105.25,107.55,108.50,107.80,85,8588,923792.00,
523756,SREIINFRA   ,A ,Q,22.25,22.30,21.55,21.90,21.90,22.25,228,46210,1009965.00,
523768,GUJ.BOROSIL ,X ,Q,83.85,86.50,83.25,84.60,83.25,85.30,138,10327,879175.00,
523782,MITSHI      ,X ,Q,41.60,41.75,35.20,37.95,38.00,38.00,19,11232,463634.00,
523792,MAZDA LTD   ,B ,Q,412.10,412.10,395.50,395.50,395.50,407.40,10,37,15098.00,
523796,VICEROY HOTE,T ,Q,2.35,2.35,2.35,2.35,2.35,2.47,16,7480,17578.00,
523828,MENON BEAR. ,B ,Q,76.25,76.90,75.00,75.15,75.15,75.05,12,259,19595.00,
523836,GUJ.RAFFIA  ,T ,Q,12.50,13.65,12.50,13.50,13.50,13.00,6,478,6395.00,
523838,SIMPLX INFRA,B ,Q,132.00,136.00,127.00,135.30,135.00,135.10,106,1961,264485.00,
523840,INN.TECH.PAC,X ,Q,22.90,22.90,19.65,21.50,21.50,21.90,49,7466,156015.00,
523842,SUPER TANNER,X ,Q,2.68,2.68,2.68,2.68,2.68,2.70,3,3100,8308.00,
523850,AXTEL INDUS.,X ,Q,119.50,122.05,118.00,121.65,119.00,122.00,66,6970,835570.00,
523874,PRECI CONTNR,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,600,114.00,
523896,APIL        ,XT,Q,20.00,20.00,20.00,20.00,20.00,20.65,1,20,400.00,
524000,MAGMA FIN   ,A ,Q,130.05,131.95,129.55,131.30,131.95,131.95,156,13263,1738188.00,
524013,HIND.FLUROCA,T ,Q,13.96,14.25,13.96,13.98,13.98,13.96,5,1153,16385.00,
524019,KINGFA      ,B ,Q,700.00,712.10,677.65,693.30,680.00,695.25,167,4268,2972898.00,
524037,RAMA PHOSPH ,X ,Q,79.50,79.50,73.30,76.00,75.10,76.30,8,13,1003.00,
